,sentiment,tweet
61909,0,Quand on prend le metro le précédent passe 2min avant et ça n'empêche pas quil circule à vitesse normal et pas à 2 a l'heure
1056,2,Merci beaucoup !
111257,0,@RERB Faire changer 3 fois de quai à Aulnay pour avoir 1 RER en direction de Paris c'est normal ???!!!
2815,0,Il est déjà au taquet le mec de l'aéroport 😂
123046,0,@RERB Ce qu'il y a de bien avec le #RERB c'est la régularité.. des incidents : tous les jours.
67439,2,@RERB Champagne !!!!🍾🍾 https://twitter.com/RERB/status/1049611986185666561 …
22996,1,"Bonjour, le trafic sera perturbé demain ?"
119267,1,@RERB.
25275,1,@RERB le train est le 1er train depuis 10 minutes. Voie libre devant. Pourquoi il ne part pas ?
54478,1,@RERB beaucoup de sièges défoncés fans ZRB 28189. Merci de le remonter aux services concernés
75106,0,@RERB #RERB NON MAIS C ESR DU N IMPORTE QUOI  ON A ENFIN UN TRAIN APRED CELUI DEVIENT SS ARRET #Leguichet ON FAIT 2 STATIOND ET ON NOUS DELESTE Q PALAISEAU ð ð ð ð  RT FelixChatF
67676,1,"Bonjour @RERB,
je vous serai gré d’avoir des rapports charnels avec vos genitrices. Bien affectueusement !"
83900,1,@RERB quelqu’un a vomis dans un des wagons du RER B qui arrive à Gare du Nord
1364,0,"Oui bon, par où commencer? 
La ligne entière elle compte comme une anomalie? pic.twitter.com/DZcYu5tDx6"
75608,0,@RERB je vous déteste tellement. Vous êtes pas capable d'annoncer correctement que le 1er RER B de 4h53 à Gare du Nord part des voies de surface ?! Un message audio serait trop demandait ?!! Je m'en rends compte une fois arrivé sur le quai sous terrain que je dois remonter (1/2)
7204,0,2eme rail cassé en moins d’une semaine ... champion du monde la SNCF !!!
53981,1,"@RERB bonsoir, il fait très chaud dans le LEVE le chauffage est à fond, c'est possible de le transmettre au chauffeur? Merci!"
80878,1,J'étais en gare de Saint Michel. Il est passé au bout de 12 Minutes. Quel est le problème ?
28670,0,Marre marre marre du RER B y’en a marre de vous.
53954,1,"Bonjour Joy, les panneaux de limite de vitesse à 40 à La Croix de Berny vers Paris sont là jusqu'à quand?"
29139,1,🤡
61097,0,"@RERB pourquoi rouler au ralenti un soir sur 2? C’est quoi l’explication ? Les feuilles, le vent, l’humeur du soir 😡😡😡😡"
24865,2,Merci beaucoup
120322,1,@RERB.
60865,0,"Non ce sera 1 train sur 2 aux heures de pointe, en tout cas sur la branche Robinson, d'après vos horaires. Faut pas nous raconter d'histoires..."
28833,1,"C'est sympa. Mais c'est écrit trop petit, je n'y vois rien. 😕"
65454,0,@RERB aucun détail sur le retard du #RERB . Pourquoi ?
37587,0,Ah ah ah... Même le matos est en grève. Macron est foutu
125935,0,@RERB ????
9417,0,"Ah enfin une communication, ça fait 15 min que mon train est bloqué dans le tunnel de GDN !!!"
109819,1,C'est Laplace à la place de la place #qml
47195,0,@RERB vous saoulez c'est quoiii votre problème en plus les leurs sont dans le souterrain du gros foutage de gueule.. Aucune annonce rien trafic fluide genre 🤬🤬🤬🤬
36103,2,Oui c'est exact je viens de recevoir l'appel le confirmant 😊
41407,0,"Mesure de sécurité, mais on ne sait pas laquelle. J'ai comme l'impression que ce ne sera pas comptabilisé dans les causes SNCF..."
50249,1,@RERB que se passe-t-il en direction de St Rémy? À châtelet depuis 12 minutes et le St Rémy annonce n’arrête pas de reculer son temps d’arrivée. Pas d’annonces en gare... ça fonctionne bien ou bien ?
51663,2,"Youpi !!
Et merci... c'est celui que j'ai eu aux Halles

Trop bien"
86836,0,@RERB #IDIL87 pouvez-vous allumer la lumière ? Il fait noir dans les deux rames ! Merci !!!
55648,0,ROULE on s’en branle ROULEEEE
77485,1,Mêmes questions qu avant. Sens de circulation ? Ou se trouve le train en panne ? Merci pour votre réponse.
64669,0,@RERB C'est vraiment une honte de débarquer les passager en zappant 3 gares. Vous n'avez aucun respect pour vos usagers. Le b c'est vraiment 1 ligne de merde
84066,1,""" - Chef, chef! On rédige un article sur les incidents du 22 Janvier 2018? Comme du temps de Céline?
- Tiens, voilà un article sur les Navigos
- ?????
- T'es nouveau dans le service, toi, hein?"" #RERB #TeamRERB @denismasure @Courb_RERB @Elisabeth_Borne @IDFmobilites"
102745,,"@RERB encore et tjs la même suppression de train... un avis, un commentaire cher RER B???"
21888,,Est ce que les non-grevistes pourraient permettre une plus grande amplitude d’horaire? C’est épuisant de x2 les temps de trajets...mais merci à eux d’être là!
114590,,@RERB La préfecture de Police anticipe les couacs et nous conseille déjà de ne pas vous utiliser. Marque de confiance !! Moi je serais vexé
128969,,@RERB Bonjour. Y a-t-il des problèmes cet après-midi en direction de CDG2? Merci.
26918,,C est pour ca qu il n y a pas de trains direction Robinson ? pic.twitter.com/idF2TtXf1o
29884,,D’accord merci mais normalement on doit jamais faire ça ?
40461,,"@RERB on parle d’écologie H24, pourquoi ces lumières sont-elles allumées pour rien en gare du Bourget ? pic.twitter.com/nAAZaPgkX6"
85652,,Y a pas de trains donc aucun mouvement. Surplace social serait approprié. #RERB
48044,,Bloqué depuis 30min avant La Plaine .... Très plaisant de voir les autres trains qui nous suivaient nous dépasser ...
85377,,Normalement la panne électrique elle est a Drancy
57581,,"Merci bon courage aussi, sans vous raconter ma life comme @KarenHua2 , j'vais aller m'acheter des baskets de trail, vous savez, les trucs pour courir sur les terrains gras, boue, forêt...si si, courir...ha ha ^^"
101009,,@RERB Comment Ca se passe quand il y a un malaise voyageur d'ailleurs ?
119283,1,@RERB.
45070,1,"Un peu de climatisation peut-être serait préférable dans des RER bondés par les multiples pannes sur la ligne ?
Je ne comprends pas qu'en 2019 on en soit encore à demander des choses aussi basiques pour une ligne qui embarque des milliers et des milliers de passagers..."
60507,1,Lesquelles ? :D
130224,,"@RERB Super, merci pr l'info, bonne continuation"
77230,,"NON @RERB,  ce n'est pas ""un peu de retard"" !!!
À l'heure de pointe j'ai attendu 39 minutes à Chatelet un train pour F.Michalon. Il n'y avait AUCUNE information.
Minimiser le probleme est méprisant pour les usagers.
@IDFmobilites @Asso_usagersidf @ClientsRATP"
37788,1,"Bonjour Alexandra, j'attends désespérément une explication aux retards constatés par les usagers ce matin sur la ligne, Joy n'a pas jugé bon de m'apporter une réponse malgré plusieurs relances... Bonne journée a vous ! https://twitter.com/KJurietti/status/1172060832538222592?s=19 …"
59652,,"Oui, merci ... EGAN89"
84999,,"Mais le bus à opéra va être blindé, y'a t'il des chances que ca s'améliore avant 19 h ? Quels autres itinéraires en provenance de Paris ? Votre pdf avec les autres itinéraires est difficile à comprendre"
63099,,Vous êtes des nazes sache le bien incompétent pur et dur
74658,,ZBD 8163 pas de climatisation. C'est pénible à force. Dans le A ça marche beaucoup mieux !
53061,,"Bonjour, pourquoi y a t il si peu de train à l'affichage du sud vers Paris ? pic.twitter.com/vnfh2EfwWC"
21085,2,Merci
96146,1,The real @RERB just stood up!
9440,0,Bon je pense que je n aurais pas ma réponse !!!
26537,,"@RERB le matériel et les voies sont obsolètes .....
La SNCF a privilégié le développement des lignes à grande vitesse et a laissé le reste de côté !"
108955,,@rerb file pleine balle entre cité u et bourg la reine. Tout le monde à failli se casser la g.. au niveau de laplace. Ouchh !!!
72464,0,Ntm
2468,,"Le Roissybus, au départ d’Opéra, assure des liaisons régulières à destination de CDG 1 & 2 (Thread 6/8)"
82902,2,Merci
130115,,@RERB trop d incidents et trop de grève sur cette ligne alors que le prix est le même #problemeRERB
43040,,Hey Guillaume. File ton 06 🤙🤙😏 pic.twitter.com/g6cngvIt2o
65115,,"Je vois bien le parcours d'une personne qui part d'Orsay vers Paris... RER B jusqu'à Massy Palaiseau puis bus jusqu'à Antony, puis RER B jusqu'à Bourg la reine, puis bus jusqu'à Laplace puis RER B jusqu'à Paris... 😂"
39038,,@RERB je voulais connaitre l'état de trafic en direction de CDG2 svp
105136,,Oh? Non? C'est quoi la mission ESZZ a BLR vers Roissy2? pic.twitter.com/LzdMZOayrT
65194,,"Bonsoir, le bus entre La Plaine et CDG est payant ? Ou besoin d’acheter un ticket ?"
66180,0,Donc faut avoir Twitter pour se renseigner? Vos conducteurs grévistes de merde peuvent pas donner l'info aux gens? Vous êtes méprisables
123729,,"@RERB il n'a toujours pas repris à Châtelet Les Halles . Train stationne en gare , vide ."
102541,,ici @Jeannot911
92067,,Ca va être beau avec les JO ....
14769,,"Bonjour Joy, on est retenu à la courneuve à cause d'un problème à gdn, plus d'explication svp ?"
3691,,"@RERB  tout les matins la même histoire, sacrifier EBRE (retard départ  Massy PaL\ supression) pour favoriser EMOi qui passe quasi vide à nos gares ( Massy V / Les Baconnets / Fontaine Michalon). Résultats EBRE arrive tjs très chargé"
107943,,"@RERB Peut on avoir les horaires du RER B pour les vacances ? le site ne nous donne que celles jusqu'au 22 juillet, merci"
27434,,"Je me demande à partir de quel niveau de merdier vous dites ""très perturbé"". 25 minutes d'attente sur le tronçon commun, c'est juste ""perturbé"" ? Ras le bol 😡😡#RERB"
57102,,@_DinaLem  dis leur stp que le quatuor a déjà évacué
39160,,"Ah... Mon conjoint est désespéré. Après 2 vols de nuit il attend un rer pour enfin rentrer à la maison...épuisé...après 11 jours de boulot intense. 
Comment se fait il qu'il soit si facile de marcher sur les voies...? Et que ce problème soit si fréquent ?"
85144,,C'est vraiment un cheveux sur la soupe votre histoire de transformateur.... Il aurait du être remplacé bien plus tôt mais vu que vous n'anticipez rien... C'est pitoyable. Surtout le 3 trains sur 4....
77323,,Quel mensonge! Bloqué entre Sdf et Gare du Nord. Aucune annonce. Parti de Roissy CdG a 7h11 toujours pas à Paris. SCANDALE.
3754,,Le trafic #RERB reste perturbé sur l'ensemble de la ligne
3516,,@RERB c'est normal davoir une ligne de transports aussi nullllll vous jouez à quoi tout les jours ya des pbs cest pas possibleeeddnfnfkflflflff
29274,,"On prône l’utilisation des transports pour des questions écologiques et tout le bordel, mais impossible de prendre les dis transports. Et ça fait grève. Et on nous dis que c’est pour nous qu’ils font ça.. C’est inadmissible, ce sont les lignes les plus prises.. toujours un pb."
5805,,Qu est ce qui est mis en œuvre comme moyen pour cette intervention ?
18549,,Hello! Je voulais récupérer les horaires pour demain et celles vers St Rémy sont pas les bonnes fiches. Il y a sur  http://ratp.fr  les pour Marne la vallée à la place!
119453,,@RERB.
62069,,@RERB pouvez-vous m’expliquer pourquoi les trains s’arrêtent partout sauf Arcueil-Cachan ? Merci #rerb
66405,,"Bonjour, sera-t-il possible de circuler entre Mitry-Claye et Paris Gare du Nord ce dimanche 21 octobre de 8h à 20h ?"
97674,,"OK, merci de la réponse, même tardive :)"
40959,,"Même en divisant le nombre de trains circulant par 4, le #RERB n’arrive pas à trouver du matériel potable. C’est dire le niveau de décrépitude du parc roulant. 
@vpecresse
@IDFmobilites"
42757,,Vraiment trop fort le rer B 👍👌
103900,,Vous êtes les pires #RERB
7869,,La ligne K pourrait elle s arrêter au vert galant lorsqu'il y a des perturbations de ce type 🤔
71810,,#rerb ah d'accord ! Où ça ?
68077,,Cela c'est une blague! Y a rien de reguliér!! le service que vous offrez est terrible!
28433,,@rerb s'il y a besoin de réguler c'est qu'il y a des soucis sur la ligne mais je ne vois aucun tweet en ce sens 🤔 #rerb
34398,,"@RERB bonjour vous trouvez ca normal que le rer est arrêté depuis 18h, que ca reprendra avec chance à 21h et les passagers sont coincés à l'intérieur ? Il y en a mm qui se mettent à sortir du train tt seuls et marcher sur les rails en se mettant en danger. Organisez qqch!"
46183,0,"Ça fait tous les jours le rer b retardés, tous les jours les problèmes pour un rien ! C'est rare être à l'heure ! Je vous emmerde !!!! Vous ne connaissez pas diriger les horaires correctement ! Vous êtes chiant !"
111844,,@RERB Pourquoi votre communication est défaillante ?
64404,,"@RERB Vous rigolez ou quoi, nous avons eu un RER B bondé de gens à 6h09 en gare de la courneuve-aubervillier, tous les autres RER suivent à 2 ou 3 minutes après. De plus notre RER reste à quai à la plaine stade de France pour quelques minutes. RT stfspan"
1961,,"Hier soir on ne peut pas rentrer chez soi et aujourd’hui on peut pas aller bosser 👌👌👌
On attend ce soir pour voir quelle nouvelle excuse il y aura"
9867,0,"Mdrrrr aaaaaah ben oui. Maintenant que j’ai l’explication, je vis vachement mieux mes conditions de transport digne d’un bétail mené à l’abattoir dans les pays du Quart Monde. Mais ça me rend ni mon fric ni les heures perdus ni les problèmes de santé et moraux. Crevez sous-merde"
63233,,"Vous ne pouvez pas comprendre notre ressenti, c'est impossible, nous n'en pouvons plus des informations non transmises, des perturbations non signalées, du mépris de vos supérieurs et de leur silence... Nous sommes ennuyés matin et soir au quotidien et aucun dédommagement.. #RERB"
66342,,"Bonjour, est ce que la reduction des trains était prévue sur la semaine ?"
52937,,@RERB ah un Robinson terminus laplace avec des Trains saint Rémy qui passent devant pour bien prendre le rythme des la rentrée.
24557,,Par contre j’suis super sérieux @marieadamb va falloir arrêter de jouer au bilboquet. Je paie...tu nous le doit !
96345,,"@RERB bonsoir, les derniers trains a saint michel notre dame en direction de mitry claye/ aéroport charles de gaulle sont à quelle heure ?"
29938,,"@RERB un train affiché direct CDG en gare de Denfert-Rochereau qui est finalement omnibus.
Et sinon l'annonce en gare pour prévenir avant le départ du train, c'est possible ou c'est trop demandé ? Histoire d'éviter de rater un RER pour rien... @RATP"
87097,,"@RERB du coup le train va arriver de Robinson blindé, j’ai encore tout perdu."
12952,,"Les trains au départ de Denfert-Rochereau (missions KJZZ, SJZZ, PJZZ) sont à destination de Robinson, Saint-Rémy-lès-Chevreuse ou Massy-Palaiseau – et ils partent à vide [thread 3/9]"
72136,,Qu'en est il du trafic? Il est 8h49 toujours pas de rer vers Paris
75585,0,Fils de pute va dormir demain sois à l’heure et commence pas à dérailler
77786,0,"Y’en a marre de vos conneries, vous n’êtes même pas foutus de respecter les horaires annoncés !"
38569,1,"Emoi05, nous quittons Laplace"
64933,0,@RERB Et 7min sans RER pour Paris en pleine heure de pointe.. Encore une merveilleuse régulation ce matin...
12345,1,Ahhh ça ye on part de Drancy 🤗
71957,1,"Les ""nouvelles"" rames sont en fait les plus vieilles (presque 40 ans) mais rénovées"
97862,2,Merci
44196,1,@vpecresse @sncf
119108,1,@RERB.
24871,1,Palaiseau
91338,0,"Allez, un paquet cadeau, le ""Divers incidents"" est de retour"
68502,0,Bonjour depuis la semaine derniére nous avons 3 incidents techniques par jour. Dont un qui a duré deux complet ! Comment es-ce possible !? Qu'elle réparation faites-vous ? du rafistolage à chaque fois? #RERB
31520,1,On prend quel métro à GDN pour se rendre à Sorbonne Université ?
120491,1,@RERB.
63923,0,"@RERB tu compte avoir dès problème Tout les jours ou quoi putain, va niquer ta mere un peu"
45605,1,Le train bloqué à Port Royal va-t-il pouvoir avancer au moins jusqu'à Denfert pour nous permettre de prendre un autre trajet?
107368,1,@RERB impossible de valider un ticket en gare d'arcueil-cachan sur le quai en direction d'Antony :-(
58254,1,@RERB bonjour pk le train est bloqué à Luxembourg svp ?
85401,1,"Bonsoir, on en est où ? C réparé ? C mort ? Merci"
37155,0,"Bah alors Joy on t'entend pas, c'est la pause syndicale ?"
8796,0,"@vpecresse @IDFmobilites @SNCF de pire en pire, cette ligne est complètement abandonnée."
1973,0,@RERB Je pensais que tout rassemblement de plus de 5000 personnes ou plus devait être évité à tout prix ....
93021,0,Je croyais que le trafic était revenu à la normale. Je ne comprends pas le mode omnibus de ce #RERB habituellement semi-direct. 🤔
20371,0,@RERB #RERB un jour peut être que je quitterai Châtelet.... J'aurais du emmener des provisions
40976,0,Et voila malaise voyageur
128558,1,"@RERB Bonjour, il est 18h. Quelles sont les prévisions ?"
7466,1,"Que estce que ce se passe a aulnay, pourquoi on doit attendre pr aller a CDG1?"
52902,0,On attendait un malaise voyageur qui tarde à arriver  pour commencer les annonces de trafic perturbé!! Entre-temps on essaie de camoufler les pbs comme on peut...
42069,1,"@RERB Bonjour, je suis dans un Rer arrêté après Denfert ou visiblement tout le monde est descendu. J'ai du raté une annonce."
11327,0,"Évidemment. Ce train est blindé quasiment depuis sa gare de départ ! A F.Michalon j'ai refusé de monter dedans, il y avait déjà trop de monde !
Mais pourquoi est il parti en retard ???
#RERB EBON93."
72885,0,Et elle rentrera comment ma fille ? Avec l'orage qui n'arrête pas ? ☹️
69041,,"@RERB on est bloqués juste après Denfert, il paraît que les pompiers interviennent suite à une chute sur les voies à Cité U. Ça va prendre combien de temps ? Comment va la personne ? On repart quand ? @denismasure pic.twitter.com/6mcS8RSo9D"
120850,1,@RERB.
112442,0,@RERB  Ce n'est pas l'atelier interne SNCF de rénovation qui a repeint directement sans poncer en 2011? Et ça cloque 5 ans après! Vérifiez!
75636,0,"@RERB bonjour je pourrais avoir des réponses ??? Les agents en gare ont disparu, faut se débrouiller ? Et évidemment enchaînement de train sans ternir compte de l’arrêt par votre faute du some! Pas le droit d’avoir un train indirect"
53197,0,@RERB peut on avoir plus d'infos svp ?
76058,1, https://twitter.com/laurentgallois/status/1006410681040687104?s=19 …
59549,,Une petite mesure de régulation à massy pour compenser le retard du Orsay ville. St Rémy omnibus ? pic.twitter.com/4RXSPr5CyL
72297,,"Bonjour Julien, en plus de l'écran à l'avant du quai vers Paris à Massy-V dont je vous parle régulièrement et qui est toujours tout noir ce matin, celui au milieu du quai est maintenant lui aussi tout noir..."
104412,1,Quelle fréquence svp ?
65973,0,J'attends avec impatience la compensation sur le prix du pass Navigo ..
74579,,"@RERB @SNCF Pourquoi tout Les mardi à la gare du Vert Galant le train de 10h18 est «retardé »!?En réalité il nous passe sous le nez sans s’arrêter donc obligé d’attendre celui de 10h33, vous pensez à ceux qui vont travailler ou vous pensez qu’à vous et votre grève?"
37594,0,"""Le peu de traffic #RERB"" vous voulez dire??? XD"
62190,0,@rerb 20 minutes à attendre un rer à fontaine michalon. Mais trafic normal!!!
56850,0,Non mais il fait arrêter votre carrière de CM et devenir mytho à temps plein #RERB
95041,1,"@RERB pas d'affichage voies 11 et 12  de cdg2
Pas d'annonce"
97464,0,@RERB @GroupeRATP vous êtes des pourris je vous déteste
130844,0,"@RERB c'est toujours la merde, les trains sont la mais mettent 15 minutes pour aller de gare du nord a la plaine, journée normal quoi!"
114950,1,@RERB que se passe-t-il? Les gens s'accumulent sur les quais à châtelet!
42795,0,Wtf???
60654,,@RERB Joy. Pourquoi le nouvel escalier a Denfert ne permet il pas de rentrer directement dans la gare quand une mission du Sud est terminus Denfert ? Du personnel a été spécialement mis pour nous empêcher de l' utiliser...
99614,,"Bjr, vous pouvez m'expliquer pourquoi vous communiquez spontanément quand le trafic est interrompu mais pas quand il est perturbé ? Merci."
52996,1,Sur le reseau EDF ou c est les transfos de puissance  ?
126027,2,"@RERB merci, c'est rt"
36200,1,la partie sud fonctionne? pourquoi l’application dit le contraire? pic.twitter.com/q80lgrE7ZX
130615,0,@RERB Nul à chier se rer
15383,1,@RERB @Ligne7_RATP  y’a t’il encore des transports après 18h svp ? Entre Censier-Dauberton et châtelet Les Halles (pour la ligne 7) et entre châtelet et mitry-claye (pour le rer B)
95565,0,"@RERB #rerb la galere, on est au bourget et le prochain pour paris dans 9 min !!! C'est honteux !!! RT Numlock77"
9676,,"Traffic toujours perturbé mais au départ des baconnets 2 directes en direction de Paris sans arret a cette gare. Pourquoi  ne pas faire comme pendant les grèves, arrêt à toute les stations pour ne pas pénaliser  les gares mal desservi"
78952,,"""Aiguille défaillante"". Elle a fait un malaise???"
23019,,Désolé mais grève illimitée dès demain annoncée par les syndicats 😞
13370,,"Ah enfin !! 
La ligne a fonctionné mieux en 45 jours que durant les 3 jours de ""Non grève"" #RERB"
68368,,Bonjour pouvez vous me confirmer que le trafic sera fluide à 12h ??
12175,,"Merci, bonne journée a vous ❤️❤️❤️"
73619,,Ce serait pas à cause du transformateur de Drancy par hasard ? 😂
113918,,@RERB vous savez que c'est le train qui va aussi de/à l'aéroport? Le premier contact des touristes avec Paris? J'ai jamais vu cela ailleurs
93443,0,@RERB #garedunord jour de mvt social personne pour orienter les voyageurs! Pas d'annonces en anglais sur les quais...
32567,1,@RERB ya plus de courant au nord de la ligne
15003,0,Qui veut dire retour au poubelle roulante 😑
126845,0,@RERB on s'en fout
61956,1,"bonne surprise,  un LEVE attendait à quai quand je suis arrivée avec l'omnibus Massy ET j'étais sur le bon quai. 
Merci donc :-) retard rattrapé #rerb"
16684,1,"Dernier départ de l'aéroport CDG2 direction Gare du Nord à 22h54, de Mitry à 00h18."
13729,0,Et c'est encore les usagers de Robinson que vous pénalisez.
44705,0,"@RERB ZBD 8308 mission ILOu à Gentilly, clim. ❄ non fonctionnelle... Et fenêtres toutes ouvertes, le conducteur devrait passer le message 🎤 🔊 😉"
115810,0,@RERB mon compte en banque va avoir mal
61723,2,Merci. Bonne journée
92811,,"@RERB @denismasure @IDFmobilites @ClientsRATP 5ème relance : quand un de mes clients me pose une question, je luis réponds rapidement #RERB https://twitter.com/Jeannot911/status/907104688864186368 …"
29898,,"En général, la #RATP ne s'embarrasse pas des objets trouvés et les refile à la Préfecture de Police. Ça m'est arrivé avec mon sac à dos oublié dans le #T6 🎒🚎"
124082,,@RERB @_amomentintime : malaise voyageur dans le RER B a cité u ! Dans le mien ! Signal d'alarme on avance plus
69232,,"Peut on avoir des infos sur le bazar de ce matin. Débarqués au sdf, super les conditions de sécurité..."
87615,,@RERB train stationne a la plaine (vers paris) sans motif RT giulablue1
115051,,"@RERB je suis maintenant à Antony j attends toujours de savoir comment aller à Orsay, merci :)"
15431,,Faudra m'expliquer comment le rer b pour Paris censé arriver à Vert Galant à 9h30 a eu du retard sur son parcours vers Mitry alors qu'il y a 24 min entre les deux trains.
74174,,@RERB bon... Encore des problèmes... Toujours des problèmes. Le idil de 7h30 à Palaiseau a changé de mission à Massy Palaiseau. Après avoir attendu 3-4min. Résultat omnibus et CDG au lieu Mitry semi directe ! Pas maaaal
87675,0,"..................... va falloir indiquer les créneaux où le trafic n'est pas perturbé, parce qu'il l'est tout le temps en fait. 🤪"
72437,1,"C’est super, mais il faudrait les distribuer sur tous les quais ! On ne passe pas forcément par les entrées principales et pas le temps de faire le tour de la gare pour une bouteille d’eau, et surtout pas l’énergie étant enceinte 😉 (Gare d’Aulnay)"
130216,1,"Très instructif. Décidément, il est très bon ce blog… RT @RERB: Retour sur les perturbations du mardi 07 janv. :  http://bit.ly/1bRxmU8  ”"
90154,1,Donc trafic perturbé suite à un problème matériel.
119513,0,@RERB.
88963,,"Rassurez-nous, des tests de roulage de rames seront effectués avant la reprise du trafic lundi?"
112742,0,@RERB je te déteste 😑
88994,,Quand au 197 la ligne devait être renforcée. Finalement y en a pas autant. Mauvaise organisation. Je ne suis toujours pas arrivé chez moi.
13204,,Je comprends la logique sauf que c’est tjs celle là! On est tjs extrêmement pénalisé même quand@le trafic est normal. Le retard de préparation de train étant systématique. Zapper blr cite u serait aussi possible par ex à ces heures là mais ce n’est meme pas exploré.
117737,1,@RERB.
56180,,@RERB que se passe t il. Je suis à Châtelet ? #TeamRERB pic.twitter.com/1UOv6t022y
84715,,"@rerb @ratp @sncf avant de budgéter le wifi dans vos rames pourries, budgéter pour fluidifier le trafic et pour que les trains ne stoppent pas 1/4 d'heure en soutérain"
116646,1,@RERB.
10901,,"Maintenant, il ne reste pus qu'à faire respecter cette sage interdiction... Il y a du boulot..."
12492,,@RERB est ce que le traffic sera perturbé demain vers aéroport de roissy
61527,2,"Merci @RERB 
Une bien belle info sur les quais de Chatelet ! (3 dessertes différentes affichées) 
Suffit pas de faire rouler des trains,  il pourrait éventuellement être utile de préciser de façon claire quelles gares ils desservent.... #RERB"
91849,1,"À 2h du mat', doit plus y en avoir des masses des RER."
74981,,@RERB pourquoi nous les usagers au départ du B2 nos départs de 8h14 & 8h29 (au passage super la déserte 1train tous les 4/d’h) on a que des trains terminus DENFERT-ROCHEREAU ? Genre on a pas le droit de bosser dans le Nord de Paris ?
33181,,"@rerb #rerb stationne à Aulnay-sous-Bois, direction Mitry RT Megafab1"
28756,0,@RERB METTRE À 18:51 UN RER MASSY PALAISEAU DANS 11 MINUTES EN HEURE DE POINTE C’EST NORMAL ?????? CREVEZ
63441,,@RERB on vient de nous annoncer que le trafic était très perturbé à cause des conditions climatiques !! Lol ! Il bruine  légèrement !!
66376,0,"Vous bloquez des gens tout un week end pour ensuite leur annoncer moins de train en semaine, quand est ce que vos travaux se répercute sur la qualité de votre service en fait ? À part faire chier les usagers pour l'instant on comprend pas trop l'intérêt, c'est de pire en pire."
37145,,Notre chauffeur à CDG 1 vient d'annoncer qu'il est impossible de repartir car il y a un problème de caténaire...
51329,,"@RERB Petite blague de PAPO qui feint de s'arrêter à Laplace ... mais finalement non. Ah, qu'est-ce qu'on s'amuse avec le RER B ! #RERB"
71162,,"Merci. Je crois bien qu’en 10 ans c’est la premiere fois que j’ai une reponse. Tres apprécié, meme si ca ne change rien au fond et à l’incapacité de l’immense majorité des conducteurs de ne jamais informer les clients... si vous parvenez à faire changer cela, j’offre les bulles!"
125983,,@rerb Le #RERB ruine la vie des Franciliens.
11278,,"la je suis stationné à laplace, 7h02"
86276,,Mensonge : plus de Orsay-ville. St Rémy desservant toutes les gares. Est ce ça le trafic normal ? Comme la démontré un conducteur sur la ligne D vous ne dire que mentir pour augmenter vos statistique catastrophique de l'année. Inadmissible !
18678,,"Ah ca c'est créatif ""alerte radio"" ...d'habitude c'est pas pigeon voyageur ? #RERB ce monde apocalyptique si créatif ...."
76270,,RER B pour Robinson bien plein. La clim marche mais quelques cretins s'obstinent à laisser les fenêtres ouvertes. Mais le prochain St Rémy 10 min derrière risque être blindé!!
67828,0,"Bonjour, j'attends donc un remboursement du pass Navigo. C'est presque tous les matins comme ça. Impossible de monter dans le train, on est entassé comme du bétail j'arrive en retard alors que je pars plus tôt de chez moi. Y en a marre, les excuses n'y changeront rien, ça suffit!"
41580,0,"À Cité U Faites.des.départs bordel
Un train à quai, pas.possible de monter #RERB #TeamRERB Écran  éteint"
59806,1,"Bonjour Joy,
Merci pour l'information.
C'est dommage que les écrans n'affichent pas des informations actualisées.."
5709,1,"Ah merde perso j'ai pris le Gatwick Express 😂

Plus sérieusement même le cdgval etait uniquement desservi entre le T1 et roissypole sur les infos que j'avais. J'ai trouvé ca etrange mais préféré pas prendre le risque."
116183,2,@RERB bonne retraite au conducteur du train STOB qui viens de nous annoncer qu'il effectue son dernier trajet jusqu'à Robinson :) #enjoy
74228,,@RERB @GroupeRATP @sncf il  y a un probleme sur le #RERB mais évidemment aucune annonce. Pourquoi ?
42108,,@RERB sur la mission qui est à Saint Michel et qui est à destination de Lozère. Toutes les fenêtres sont fermées. Pourquoi la climatisation ne fonctionne pas ? C’est un sauna avec les odeurs en plus !
39960,,"Ces travaux sont reportés à la faveur d’une prochaine interruption de la ligne, en les couplant avec d’autres grands travaux (comme ceux du Grand Paris Express) afin d’en minimiser l’impact sur vos voyages."
95201,,@RERB @denismasure pourquoi le train programmé pour s'arrêter à 8h29 à #ParcDeSceaux vient de s'effacer du tableau ? Le prochain dans 20 mn! pic.twitter.com/IxpRMTy7Ev
9127,,Ok. Du coup il n’y a jamais de revue des voies la nuit ?
79743,, https://www.youtube.com/watch?v=2cTOBBs5bWU …
59264,,"Bonjour, oui mais les trains supprimés n'étaient donc pas signalés ?"
12218,,"Un cauchemard comme si souvent, les gens encore les uns sur les autres, la fatigue, l'énervement. Des attentes interminables sans aucune explication. Il n'y a plus de mots pour décrire la décrépitude de cette ligne."
41664,,"Bonjour @RERB 
Au vue du problème, j'imagine qu'un voyage vers Lozere autour des 17h/18h sera compliqué ? Est-ce qu'il vaut mieux prendre un itinéraire bis et récupérer le RERB vers antony ?"
132392,,@RERB Il y t'il des trains au départ de bourg la reine ? Aucun des trains indiqués sur les horaires n'est passé depuis 20 minutes. ...
10189,,Non et les autres passagers non plus
